DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.05.27-14.31.36, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.552055ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1028, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufB694B97C__9D95DB38B4B04CE3646C867E178BD80EA2168BBF, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=153891 bytes, Retrieved=true, Duration=0.399664ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1029, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufB694B97C__9F7010F7C8B43BAD40757801478258DCA694FD58, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=120291 bytes, Retrieved=true, Duration=0.277080ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1030, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_E2__17BA224182EE93E237031FB657DC6A81C9E10269, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=53521 bytes, Retrieved=true, Duration=0.320453ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1031, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6893434443EB1D8339B99FAD543CA5D__8526E84C03A5E124BE345C175574C64174B75ED5, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=17370 bytes, Retrieved=true, Duration=0.135530ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1032, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_6893434443EB1D833__7DD583FA165DD74A9D2F5F61D65B2D8EA52545C4, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.080414ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Props/SM_PillarFrame300.uasset, AllOfLoadPackage_Duration=10.279164ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003014ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.087641ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009339ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.971502ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_642, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Props/SM_PillarFrame300.uasset, FlushAsyncLoading=0.031322ms, FlushStreamingFunc=0.002712ms, BlockTillAllRequestsFinished=0.003010ms, ResetLoadersForSaveUnMarkAllObjects=0.168361ms, TagPackageExports=0.031020ms, BeginCacheForCookedPlatformData=0.002410ms, SerializeImports=0.041563ms, GatherLocalizableTextData=0.002105ms, MarkNames=0.003617ms, SerializeSummary=0.006925ms, SerializeNames=0.024095ms, SerializeGatherableTextData=0.011142ms, BuildExportMap=0.012953ms, SortExportsNonSeekfree=0.005722ms, SortExportsSeekfreeConstructor=0.006925ms, SortExportsSeekfreeInner=0.484291ms, SortExportsSeekfree=0.002410ms, BuildDependencyMap=0.005722ms, SerializeImportMap=0.002708ms, SerializeExportMap=0.001807ms, SerializeDependencyMap=0.001807ms, SerializeStringAssetReferenceMap=0.001505ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009339ms, SerializeExports=0.048790ms, SerializeBulkData=0.006024ms, AsyncWrite=0.044577ms, UnaccountedTime=0.059631ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1033, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_7F__25F705D38038D5149BE3FBB390E221B2227BDB49, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=52457 bytes, Retrieved=true, Duration=0.305396ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1034, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_63619DC14520039BB67CD5B5AEA44B6__1EDA62BA37967EA570659CC621711C079C11C680, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=18378 bytes, Retrieved=true, Duration=0.133120ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1035, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_63619DC14520039BB__15AEC727959D8AE1A02FF095D579E5006F4231DD, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.056922ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Props/SM_PillarFrame.uasset, AllOfLoadPackage_Duration=1.925122ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002410ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.074390ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016566ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=36.197234ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_643, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Props/SM_PillarFrame.uasset, FlushAsyncLoading=0.019275ms, FlushStreamingFunc=0.002109ms, BlockTillAllRequestsFinished=0.002109ms, ResetLoadersForSaveUnMarkAllObjects=0.148177ms, TagPackageExports=0.031024ms, BeginCacheForCookedPlatformData=0.002109ms, SerializeImports=0.039753ms, GatherLocalizableTextData=0.001807ms, MarkNames=0.003617ms, SerializeSummary=0.005420ms, SerializeNames=0.033129ms, SerializeGatherableTextData=0.001505ms, BuildExportMap=0.021685ms, SortExportsNonSeekfree=0.004821ms, SortExportsSeekfreeConstructor=0.005722ms, SortExportsSeekfreeInner=0.422250ms, SortExportsSeekfree=0.001807ms, BuildDependencyMap=0.005420ms, SerializeImportMap=0.002708ms, SerializeExportMap=0.001807ms, SerializeDependencyMap=0.001505ms, SerializeStringAssetReferenceMap=0.001203ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009038ms, SerializeExports=0.071079ms, SerializeBulkData=0.005722ms, AsyncWrite=0.042468ms, UnaccountedTime=34.268196ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1036, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf75C23CD2__4D6FC5B6D114439ECC27F5973ED9CCBBC888FD9E, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=92775 bytes, Retrieved=true, Duration=0.298165ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1037, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf75C23CD2__E848129D6624EEB724620D823AE93443C746078A, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=61085 bytes, Retrieved=true, Duration=0.182211ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1038, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf13B86636__2F9FE544E5ECAB8791BF9795DBA28C469958B98E, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=95662 bytes, Retrieved=true, Duration=0.390325ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1039, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf13B86636__6452D544B72DE9292BDCB8417FF757717CBA15BD, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=62760 bytes, Retrieved=true, Duration=0.188235ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1040, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_52__D670F2E8AC89561000FF4F3663FAFF63365F3F9F, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=838285 bytes, Retrieved=true, Duration=5.195301ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1041, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_088ED8814DE50AA5959C3C88F009DCA__A034F0F00471815A4B8A9081D381C5F84F2954F8, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=336039 bytes, Retrieved=true, Duration=2.563916ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1042, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_088ED8814DE50AA59__14CE18658CDA5D5A25B3C387F125BA7C5F04DC85, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.221968ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Props/SM_MatPreviewMesh_02.uasset, AllOfLoadPackage_Duration=30.661304ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.008434ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.165649ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.018977ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.418960ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_644, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Props/SM_MatPreviewMesh_02.uasset, FlushAsyncLoading=0.031322ms, FlushStreamingFunc=0.004217ms, BlockTillAllRequestsFinished=0.003614ms, ResetLoadersForSaveUnMarkAllObjects=0.276782ms, TagPackageExports=0.052106ms, BeginCacheForCookedPlatformData=0.004217ms, SerializeImports=0.068966ms, GatherLocalizableTextData=0.003617ms, MarkNames=0.006925ms, SerializeSummary=0.010241ms, SerializeNames=0.043370ms, SerializeGatherableTextData=0.002109ms, BuildExportMap=0.038851ms, SortExportsNonSeekfree=0.009637ms, SortExportsSeekfreeConstructor=0.012949ms, SortExportsSeekfreeInner=0.741199ms, SortExportsSeekfree=0.004515ms, BuildDependencyMap=0.012651ms, SerializeImportMap=0.004519ms, SerializeExportMap=0.003614ms, SerializeDependencyMap=0.003014ms, SerializeStringAssetReferenceMap=0.002410ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015058ms, SerializeExports=0.653252ms, SerializeBulkData=0.013553ms, AsyncWrite=0.291839ms, UnaccountedTime=0.093367ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1043, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_B9__0370B61BBFBD7857EF0CB7CDDA9BB98DC4A9E325, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=74209 bytes, Retrieved=true, Duration=0.851430ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1044, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F3B1B6204FC975DDB9B8A9B6BA8335D__36EC021A8100C666D2472411E06C2950EB41814E, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=27003 bytes, Retrieved=true, Duration=0.393938ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1045, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_F3B1B6204FC975DDB__5D122D8BC0760612FA7AFCA84E37AC8C1E6CE4E0, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.106316ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1046, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf6C93DFF8__D46F5840F938CA1050EF90954F93D36DABA0E06B, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=161194 bytes, Retrieved=true, Duration=0.376772ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1047, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf6C93DFF8__C15F07D07592EF6A6D53D7738AEBFAB17A56FA94, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=126812 bytes, Retrieved=true, Duration=0.414420ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Props/SM_Lamp_Wall.uasset, AllOfLoadPackage_Duration=19.771051ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000600ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006627ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.143658ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015359ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.711195ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_645, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Props/SM_Lamp_Wall.uasset, FlushAsyncLoading=0.040054ms, FlushStreamingFunc=0.004217ms, BlockTillAllRequestsFinished=0.003614ms, ResetLoadersForSaveUnMarkAllObjects=0.274375ms, TagPackageExports=0.056021ms, BeginCacheForCookedPlatformData=0.004515ms, SerializeImports=0.072282ms, GatherLocalizableTextData=0.003617ms, MarkNames=0.006322ms, SerializeSummary=0.010543ms, SerializeNames=0.041261ms, SerializeGatherableTextData=0.002410ms, BuildExportMap=0.021685ms, SortExportsNonSeekfree=0.009034ms, SortExportsSeekfreeConstructor=0.011142ms, SortExportsSeekfreeInner=0.806853ms, SortExportsSeekfree=0.004217ms, BuildDependencyMap=0.010241ms, SerializeImportMap=0.004217ms, SerializeExportMap=0.003614ms, SerializeDependencyMap=0.003010ms, SerializeStringAssetReferenceMap=0.002410ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013251ms, SerializeExports=0.093967ms, SerializeBulkData=0.010543ms, AsyncWrite=0.074390ms, UnaccountedTime=0.080112ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1048, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_02__D70E5465B36B0DB288CF366F286737C8612B42B7, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=188533 bytes, Retrieved=true, Duration=1.262836ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1049, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7DB5A1CA40BA80EFCD5B48B4097E239__F3B55353F359D99C5E29FBFB153F2F6E7CDADE1F, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=69488 bytes, Retrieved=true, Duration=0.589103ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1050, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_7DB5A1CA40BA80EFC__AECE31F0A59AE3E6A07D4DDE7EA1B0A1D70AFEEC, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.116855ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset, AllOfLoadPackage_Duration=5.225718ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000603ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006326ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.140652ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012949ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.492841ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_646, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset, FlushAsyncLoading=0.029214ms, FlushStreamingFunc=0.004217ms, BlockTillAllRequestsFinished=0.003915ms, ResetLoadersForSaveUnMarkAllObjects=0.269555ms, TagPackageExports=0.054516ms, BeginCacheForCookedPlatformData=0.004213ms, SerializeImports=0.071984ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.006627ms, SerializeSummary=0.010237ms, SerializeNames=0.043068ms, SerializeGatherableTextData=0.002410ms, BuildExportMap=0.021383ms, SortExportsNonSeekfree=0.009038ms, SortExportsSeekfreeConstructor=0.011746ms, SortExportsSeekfreeInner=0.671022ms, SortExportsSeekfree=0.002410ms, BuildDependencyMap=0.006322ms, SerializeImportMap=0.002708ms, SerializeExportMap=0.002109ms, SerializeDependencyMap=0.001807ms, SerializeStringAssetReferenceMap=0.001505ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009641ms, SerializeExports=0.090651ms, SerializeBulkData=0.006929ms, AsyncWrite=0.071984ms, UnaccountedTime=0.071980ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1051, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_57__4E5D860F13E03DFA65E25017419C7E9F4A8176FE, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=41057 bytes, Retrieved=true, Duration=0.446647ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1052, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C858DBFA4410760CB8AA4690E829DC1__F8BE76B1CF9C7F546E5401FD0D06613287AD255E, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=16890 bytes, Retrieved=true, Duration=0.212930ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1053, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_C858DBFA4410760CB__BC7AD7FC5D8B7BBE32EA03A49A4C1C22839BFF8A, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.078909ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1054, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf851038FE__30F4D16F450C990ABFB0513FD9D925C67712185F, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=320143 bytes, Retrieved=true, Duration=1.008339ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1055, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf851038FE__118DD5F5F25EF03BECA5AB82E5E45A27D0729646, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=308725 bytes, Retrieved=true, Duration=0.736680ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Props/SM_GlassWindow.uasset, AllOfLoadPackage_Duration=15.185934ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009336ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.110831ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014152ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.795219ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
SavePackageTransactionIdD2D4012943ECE7312054CC9A7A7BB549_647, Filename=D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Saved/Cooked/WindowsNoEditor/Cardinal_Kings/Content/StarterContent/Props/SM_GlassWindow.uasset, FlushAsyncLoading=0.061743ms, FlushStreamingFunc=0.004217ms, BlockTillAllRequestsFinished=0.004213ms, ResetLoadersForSaveUnMarkAllObjects=0.279795ms, TagPackageExports=0.057526ms, BeginCacheForCookedPlatformData=0.004515ms, SerializeImports=0.077404ms, GatherLocalizableTextData=0.003915ms, MarkNames=0.006326ms, SerializeSummary=0.012346ms, SerializeNames=0.046983ms, SerializeGatherableTextData=0.002712ms, BuildExportMap=0.023793ms, SortExportsNonSeekfree=0.012349ms, SortExportsSeekfreeConstructor=0.013854ms, SortExportsSeekfreeInner=0.817090ms, SortExportsSeekfree=0.004519ms, BuildDependencyMap=0.009939ms, SerializeImportMap=0.004519ms, SerializeExportMap=0.004515ms, SerializeDependencyMap=0.003010ms, SerializeStringAssetReferenceMap=0.002410ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017170ms, SerializeExports=0.083122ms, SerializeBulkData=0.012048ms, AsyncWrite=0.085235ms, UnaccountedTime=0.071980ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1056, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_23__86C8CFCFAE7B2DFCC4A0BD0FEAB07A911C5EDCD5, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=11121 bytes, Retrieved=true, Duration=0.245459ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1057, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C6B917954109650FFCAD06B089E2F54__6539ADF5E31AF576A146001353D484AA453277F1, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=5210 bytes, Retrieved=true, Duration=0.131313ms, RunGuid=RunID8A14B028497B21CF054637838510608D
DDCTransactionId7A4D347F49B68EEAB0A9AB8B709E4E76_1058, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_C6B917954109650FF__7EBB67F1848288C28962A708E941698F5D6CB5D0, StartTime=2016.05.27-14.31.52, HierarchicalDDC, DataSize=1701 bytes, Retrieved=true, Duration=0.084028ms, RunGuid=RunID8A14B028497B21CF054637838510608D
D:/Purdue/2015-2016/2016/CGT445/Versions/Cardinal_KingsThisIsItYea/Content/StarterContent/Props/SM_DoorFrame.uasset, AllOfLoadPackage_Duration=2.687100ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000302ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006024ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.157513ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015061ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.723243ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8A14B028497B21CF054637838510608D
